businessId,id,name,genre,isopen,stars
2753,q-zZgXKAQFLEgMp9ZNllgQ,Umiya Sushi,"Japanese, Restaurants, Sushi Bars, Seafood",1,4.0
2754,TA57efJ1C0acoCx5mtLnJg,Chop Chandler,"Steakhouses, American (New), Restaurants, Bars, Nightlife",1,3.5
2755,BFzagTyKW_2_mAEuuAOyVg,KYO,"Japanese, Sushi Bars, Restaurants",1,4.0
2756,ujnkGDJvDHiq7hT4tl8xxQ,Lee Lee International Supermarket,"Seafood Markets, Grocery, Specialty Food, Food, Ethnic Food",1,4.0
2757,hsBuzCanNzM2DsOAhYYAhg,ESPA at VDARA,"Hotels & Travel, Hotels, Active Life, Gyms, Day Spas, Hair Salons, Event Planning & Services, Fitness & Instruction, Beauty & Spas",1,4.0
2758,Q3G58vv1ClvH4re9QBsVgQ,Harkins Theatres Tempe Marketplace 16,"Performing Arts, Arts & Entertainment, Cinema",1,4.0
2759,osaAof7PCiXg6GRdUjL6mQ,Sittoo's Pita & Salads,"Lebanese, Pizza, Mediterranean, Salad, Restaurants, Halal, Falafel, Middle Eastern",1,4.5
2760,TKDL0wiztnEr_rMkX8ZomQ,Primanti Bros,"American (New), Bars, Sandwiches, American (Traditional), Sports Bars, Restaurants, Nightlife",1,3.5
2761,RG4NphZCi8Pw6Ei-g6oaqg,Steam Whistle Brewing,"Breweries, Food",1,4.5
2762,DGK2scJteV6vyvJ2xeOYag,Brew Garden,"Bars, Nightlife, Sports Bars",1,2.5
2763,-lZ9w5Hd5YlmqcTdnzztvA,Sheffield Spice & Tea Co,"Food, Specialty Food, Coffee & Tea, Herbs & Spices, Do-It-Yourself Food, Shopping, Tea Rooms, Grocery",1,5.0
2764,YyvpjiXO_lQuZxn6wqoPJw,"Ohya Sushi, Korean Grill & Bar","Restaurants, Nightlife, Bars, Sushi Bars, Beer Bar, Korean, Japanese",1,3.5
2765,GQRql4WEd_tdMXJDzb7WIA,McNultys Bier Markt,"Beer, Wine & Spirits, Food, Restaurants, Nightlife, Bars, Gastropubs, American (New), Lounges, Belgian",1,4.0
2766,m1tcZ2kveqcWrDAZ4CqpNw,Le Sainte-Elisabeth,"Pubs, Dive Bars, Nightlife, Bars",1,4.0
2767,hubbaEcYPYEZu5Ziz6i0lw,Mantra Masala,"Restaurants, Pakistani, Indian",1,3.5
2768,--cZ6Hhc9F7VkKXxHMVZSQ,Pio Pio,"Restaurants, Spanish, Peruvian, Colombian, Latin American",1,4.0
2769,Pnv-BffVgfQmXb8y_DEWMQ,Latitude 41n,"Restaurants, Diners, Breakfast & Brunch",0,3.5
2770,qPAkXCcMfrPMiX2YJKNJsg,24 Hour Fitness - NW Las Vegas Ann Road,"Trainers, Active Life, Fitness & Instruction, Gyms",1,3.5
2771,uCH0CNiQ1fXzKUjgoCOC2Q,Elite Salon Day Spa,"Hair Salons, Beauty & Spas, Sporting Goods, Shopping, Day Spas, Nail Salons",1,3.5
2772,UX1mbYnDnod1XHf_UBvH8A,9037 Salon,"Hair Stylists, Men's Hair Salons, Makeup Artists, Beauty & Spas, Hair Extensions, Blow Dry/Out Services, Hair Salons",1,4.5
2773,AkpuhGyLAxhD_sLMQv3kOg,Kai,"Day Spas, Event Planning & Services, Hotels & Travel, Restaurants, Beauty & Spas, Breakfast & Brunch, Hotels, Latin American, American (New), Sandwiches",1,4.5
2774,XQETjKH84gxDrAiz2lH7Wg,Milk Bar Las Vegas,"Coffee & Tea, Desserts, Nightlife, Custom Cakes, Food, Bakeries, Bars, Resorts, Ice Cream & Frozen Yogurt, Hotels & Travel, Juice Bars & Smoothies",1,3.5
2775,OjXXfBcsaGMcXJ5In6pJcQ,Thai Gourmet,"Thai, Restaurants",1,4.5
2776,OtGSQQzV7uF8XPAsNIh7Bw,Elements,"Asian Fusion, Hotels & Travel, Breakfast & Brunch, Resorts, Venues & Event Spaces, Restaurants, Event Planning & Services, American (New)",1,4.0
2777,BOD0yRkakyxXzJmbVVAxSA,Camp Social,"Bars, Restaurants, American (Traditional), Nightlife",1,3.5
2778,3_tWe-D5if9y8RrmMrN7AQ,Kiku Japanese Restaurant,"Japanese, Sushi Bars, Restaurants",1,4.0
2779,RiO6Jcjya1z-9gAQzNU3LA,Mike's Bar & Grille,"American (Traditional), Restaurants, Sports Bars, Nightlife, Bars",1,4.0
2780,hk3mC8gDnSEJ_OtmbILDBA,The Hair Standard,"Barbers, Men's Hair Salons, Shopping, Cosmetics & Beauty Supply, Hair Removal, Hair Stylists, Hair Extensions, Blow Dry/Out Services, Estheticians, Beauty & Spas, Hair Salons, Skin Care, Waxing",1,5.0
2781,33Tr0eRki1Yamzleu4GMdw,Rosallie,"Food, Macarons, Bakeries, French, Specialty Food, Restaurants, Salad, Breakfast & Brunch, Sandwiches",1,4.5
2782,sNVGdeOPeitJ3OWUQBINzQ,BabyStacks Cafe,"Restaurants, Cafes, Breakfast & Brunch, American (Traditional)",1,4.0
2783,XEMoBJcgavYQxOrWM-YAvA,Bagel Nosh,"Food, Sandwiches, Breakfast & Brunch, Restaurants, Bagels",1,4.0
2784,FtLibezRe7HsT13BLpR-Dg,Susie's Mexican Cafe,"Mexican, Restaurants",1,3.5
2785,n1Ng1q300iLHYZELtOd5FA,BOA Steakhouse,"Steakhouses, Restaurants",0,4.0
2786,NS8ECwXYwxy3WT2y2BYGBA,Dave & Buster's,"Arts & Entertainment, Arcades, Restaurants, American (Traditional), American (New), Nightlife, Bars, Eatertainment",1,2.5
2787,HEOhtDZgK0CFhwR9shDU_g,Keegan's Grill,"Nightlife, American (Traditional), Restaurants, Bars",1,4.0
2788,eWsuJ2NvfxOVshX8EfuoUw,Discount Tire,"Auto Parts & Supplies, Wheel & Rim Repair, Automotive, Tires",1,4.5
2789,-Ma5JqzuI_3xIAtpNJfQ2g,Krachai Thai Kitchen,"Thai, Restaurants",1,4.5
2790,f8-xk7B0rHyKNnTymQdChw,Shampoo Ink,"Beauty & Spas, Hair Salons",1,4.5
2791,vx1gUYqYQE2O5rfOrUi-Cw,Hyatt Regency Phoenix,"Hotels & Travel, Venues & Event Spaces, American (New), Hotels, Event Planning & Services, Restaurants",1,3.0
2792,VrIskBdLuRxS0HsSimJOhA,Tilted Kilt Pub & Eatery,"Nightlife, American (Traditional), Irish, Restaurants, Pubs, Bars, Sports Bars, Chicken Wings",1,3.0
2793,lAXvPp580Puo-BPlbE_o1g,Les 3 Brasseurs,"Pubs, Restaurants, Breweries, Brasseries, Gastropubs, Nightlife, Bars, Food",1,3.5
2794,gh6RZ1HvVlZDtjOvrRcF3w,Famous Toastery,"Soup, Restaurants, Event Planning & Services, Salad, Breakfast & Brunch, Caterers, American (Traditional), Fast Food",1,4.0
2795,On8O41uCKj1GfF1Bt4S2Lg,Sonic Drive-In,"Ice Cream & Frozen Yogurt, Fast Food, Burgers, Food, American (Traditional), Restaurants",1,3.0
2796,Undx_x0hX6wF2WouonLddQ,Euphoria Salons & Day Spa,"Massage, Beauty & Spas, Nail Salons, Hair Salons, Day Spas",1,4.0
2797,QbuWKli8fme4O84t99UfSg,The Mintt,"Chinese, Restaurants, Indian",1,3.5
2798,bRZSm_1UQdmU6QWZfO9h6w,Loving Hut - Glendale,"Vegetarian, Food, Juice Bars & Smoothies, Vegan, Restaurants",1,4.5
2799,prdA1r8XP03oD-PYvZJ5AA,Sir Veza's Taco Garage,"Mexican, Restaurants",1,3.0
2800,anQSLdujUOp0sTCmIBi2Tg,Piero's Italian Cuisine,"Italian, Seafood, Steakhouses, Restaurants",1,4.0
2801,56_j_lcGj5X9SpM2KzLm4A,Fabulous Eyebrow Threading,"Waxing, Makeup Artists, Beauty & Spas, Eyebrow Services, Permanent Makeup, Skin Care, Threading Services, Hair Removal, Eyelash Service, Laser Hair Removal",1,5.0
2802,me17NOULVwu40AdKGYHIaQ,Rocco's Ny Pizza & Pasta,"Sandwiches, Pizza, Restaurants, Italian",1,4.0
2803,GGxnlrfvWy7LFvjN5z_z3w,UNA Pizza + Wine,"Bars, Nightlife, Restaurants, Pizza, Wine Bars",1,4.0
2804,0LGnU7V3nepi8NUNzyQOXw,Einstein Bros Bagels,"Breakfast & Brunch, Bagels, Food, Coffee & Tea, Restaurants, Sandwiches",1,3.5
2805,kW0U0xCT6w-5lkLt_k0ysA,LOOK Style Society,"Makeup Artists, Hair Stylists, Tanning, Hair Salons, Nail Salons, Spray Tanning, Beauty & Spas",1,4.5
2806,OZF7EM-W-2-V0LQOYSYhBA,Lin Garden Restaurant,"Indian, Chinese, Restaurants",1,3.0
2807,ASdpD0gdrOZ7dPh2RS-fJg,The Lost Leaf,"Nightlife, Shopping, Art Galleries, Music Venues, Bars, Arts & Entertainment",1,4.0
2808,8nmY2GC0HkwNKh84ytbxWg,Kneaders Bakery & Cafe,"Bakeries, Food, Sandwiches, Restaurants, Breakfast & Brunch, Cafes",1,3.0
2809,fdkJsDiy27e4Ragp27MMhg,Uber,"Taxis, Transportation, Limos, Hotels & Travel",1,2.5
2810,_vZ7bHaGCjllogiZ7RH17w,Origin North,"Tapas/Small Plates, Restaurants, Asian Fusion, American (New)",0,3.0
2811,8AWnAA7aUk8OO5oLz8yvQQ,Elly's Brunch & Cafe,"Juice Bars & Smoothies, Breakfast & Brunch, Food, Coffee & Tea, Restaurants",1,4.0
2812,O7ot_LMlCfLpOP9tBqeNfw,Kabuki Japanese Restaurant,"Sushi Bars, Restaurants, Asian Fusion, Japanese",1,4.0
2813,etid3CozFvEOFcvDwHXsDw,Harvest by Roy Ellamar,"Restaurants, American (New)",1,4.0
2814,NoA6bD6W7z_Aztk_cOU5cg,The Cheesecake Factory,"Restaurants, Desserts, Salad, Breakfast & Brunch, Seafood, American (Traditional), American (New), Food",1,3.5
2815,TdKJjgiXMPXDamGK-IwFZg,Freddy's Frozen Custard & Steakburgers,"Ice Cream & Frozen Yogurt, Burgers, Food, Fast Food, Restaurants, Diners",1,4.0
2816,U0eUwTGWDBVdE67qVHYEjQ,Noodlecat,"Restaurants, Japanese, Noodles, Ramen",1,2.0
2817,6Pbrq60mA56WQU7SENbG0g,Brooks Sandwich House,"Burgers, Sandwiches, Restaurants",1,4.5
2818,BSmqxPbQglQwP2R56OqOag,Local Bistro,"Italian, French, Steakhouses, Pizza, Restaurants",1,4.0
2819,8Y5p2IQMLX6QjGPzxanexg,"Ohya Sushi, Korean Kitchen & Bar","Restaurants, Japanese, Sushi Bars, Korean, Nightlife, Bars",1,3.5
2820,kkIk9znXCCWNHBaXcCP15Q,Sands Chevrolet Surprise,"Automotive, Auto Repair, Car Dealers",1,2.5
2821,td9FZybutwNG7DgocHCiXA,Lai Wah Heen,"Dim Sum, Restaurants, Chinese",1,3.5
2822,cNCXUYQd3kFR_AyfjTejQQ,Lot 17,"Restaurants, Nightlife, American (Traditional), Sandwiches, Bars, Tapas/Small Plates, Beer Bar",1,4.0
2823,ALn_0f-Usn3n0a9WBcjhhg,Hanny's,"Bars, Pizza, Restaurants, Lounges, Cocktail Bars, Nightlife",1,3.5
2824,FcCUyrq-ZdcRl_h-k9-CYA,Earls Kitchen + Bar,"Restaurants, Cocktail Bars, Bars, American (New), Comfort Food, Nightlife, Canadian (New)",1,3.0
2825,Ef5P6C2yHAv08FPif5Rdtg,8oz Korean Steak House,"Barbeque, Restaurants, Korean, Steakhouses",1,4.5
2826,BWgXFbRqrPKci7C1__6BXg,Japan Express,"Fast Food, Japanese, Restaurants, Sushi Bars",1,3.5
2827,kUz5-7Nm-gzQAmvgvegbLg,Saketini Japanese Sushi Bar and Lounge,"Sushi Bars, Salad, Restaurants, Japanese",1,3.5
2828,wTDsirjG5uWh9go8RLvJcQ,Robert Irvine's Public House,"Restaurants, American (New), Pubs, Bars, Nightlife, Gastropubs",1,3.5
2829,VvSmE1NnTjnaTPHT0WrCaQ,King's Café,"Chinese, Vegetarian, Caterers, Restaurants, Event Planning & Services",1,4.0
2830,h30GZNXgB1GktpScLThGPg,WinCo Foods,"Grocery, Department Stores, Food, Fashion, Shopping",1,3.5
2831,l8ewXyH88N5Y_BOPXKAQZw,PT Noodle,"Restaurants, Food, Juice Bars & Smoothies, Noodles, Vietnamese, Soup",1,4.5
2832,rMtphJbzFYA3eLx-AT62vA,Denny's,"Breakfast & Brunch, Restaurants, Diners, Gay Bars, Nightlife, Bars, American (Traditional)",1,3.0
2833,0ETtpZSd6f7q_-o-7gutPg,Bradbury's,"Restaurants, Creperies, Coffee & Tea, Food",1,4.5
2834,NqCHqgF_FY0Aw9gD-Z3ABQ,Popeyes Louisiana Kitchen,"Restaurants, Chicken Wings, American (Traditional), Fast Food",1,2.0
2835,xfCgxY_SQfzxFsQjNiLJEQ,Mitchell's Homemade Ice Cream - Cleveland,"Food, Ice Cream & Frozen Yogurt",1,5.0
2836,iI3jcwudiZYMVUeRPy-DwQ,Curry Zen,"Restaurants, Japanese",1,4.0
2837,6Z3lZEEIKv6opbyavmnGbA,Monkey Pants Bar & Grill,"Dive Bars, Restaurants, Burgers, Bars, Sports Bars, Nightlife",1,3.5
2838,9sbXPpRC_wDhCsp7qG2PDw,HK Seafood Garden,"Chinese, Cantonese, Seafood, Restaurants",1,3.5
2839,J3_FTjy9LAtTtoW_cLwPxg,CO,"Vietnamese, Korean, Asian Fusion, Sushi Bars, Restaurants",1,4.0
2840,m51uL1LZhKYf2y_yG4NEng,Pho 87,"Restaurants, Vietnamese",1,3.5
2841,qEneEkjgJp8pLty7dIy_YA,Hank's,"Comfort Food, Food, Local Flavor, Breakfast & Brunch, Restaurants, Event Planning & Services, Coffee & Tea, American (New), Venues & Event Spaces, Canadian (New), Cafes",0,3.5
2842,aRbUf7je5wv5ihTrB4vDhA,Inka Heritage,"Peruvian, Restaurants, Latin American, Seafood",0,4.0
2843,1VK3xb4nyFWZP7BicNQxUw,Sachi Salon & Spa,"Beauty & Spas, Hair Salons, Skin Care, Day Spas",1,4.5
2844,NyzpewCtwFXTtrOr-7L-Ag,Udder Delights,"Ice Cream & Frozen Yogurt, Food, Local Flavor, Specialty Food, Desserts, Cheese Shops",1,4.0
2845,TcULtaVLDsbKunf3iW7RCQ,Fresh Millions Restaurant,"Noodles, Sandwiches, Salad, American (New), Restaurants, Wraps",0,4.0
2846,9V9RlgqqnPFQJfF_e9Lnmw,Baidu China Bistro,"Salad, Chinese, Restaurants",1,3.5
2847,YfWENgHBmtycqx5omjZ4-A,Aji Sai Japanese Restaurant,"Japanese, Restaurants",1,2.5
2848,klddGAcNIpE_aB5sd1hNXw,Society Cafe Encore,"American (Traditional), American (New), Italian, Breakfast & Brunch, Restaurants",0,4.0
2849,McPUgVVyRhNf0v06pPuV4w,The Nail Bar,"Hair Removal, Skin Care, Beauty & Spas, Day Spas, Nail Salons",1,4.0
2850,cKLGTr1QHlZMR7Fxm_0xIg,Nevada Nails & Spa,"Beauty & Spas, Skin Care, Waxing, Nail Salons, Hair Removal",0,4.0
2851,uCi2ropZuhG4XVcMDaurAw,Rachel's Kitchen,"Sandwiches, American (New), Breakfast & Brunch, Gluten-Free, Restaurants, Local Flavor, Food, Juice Bars & Smoothies",1,4.0
2852,TolwZ3L28or4E8SVTZUf6Q,Spinato's Pizza,"Restaurants, Pizza, Sandwiches, Italian",0,4.0
2853,2YDtLCjz_glt6-Zv48Hu2w,Cut Throat Barbershoppe,"Beauty & Spas, Barbers, Nightlife, Men's Hair Salons, Bars, Hair Salons, Beer Bar",1,4.5
2854,DfCuDI8b6rZ4nXl9Zg-eSw,de Mello Palheta,"Desserts, Bakeries, Coffee & Tea, Food",1,4.0
2855,TT2bNjvnVNFOanDNYnAffQ,Raising Cane's,"Chicken Wings, Restaurants, American (Traditional), Chicken Shop, Fast Food",1,3.5
2856,uqDJHY5UAMZgClJLbYBagg,TJ's Pizza & Wings,"Restaurants, Pizza, American (Traditional), Breakfast & Brunch, Chicken Wings",1,4.0
2857,zFnPRtP7LGvr3sfxvy_dfg,Revolution Ale House,"Pizza, Nightlife, Italian, Bars, Food, Restaurants",0,3.5
2858,E3yER5W6Wsyc5ncGKb9Nzw,Railroad Pass Hotel & Casino,"Event Planning & Services, Hotels & Travel, Arts & Entertainment, Restaurants, Buffets, Hotels, Casinos",1,3.0
2859,EXd0QOsqz6sAOUjMJba_9w,Ginger Restaurant,"Restaurants, Vietnamese",1,3.5
2860,-mrN5jCUJIXrGlyvO5RerQ,Jiffy Lube,"Automotive, Oil Change Stations, Auto Repair",1,4.0
2861,KkmSbkWOWC3DtY-Sxa9PmQ,Big Heng,"Chinese, Restaurants",1,4.0
2862,XQm5LDv3M9d4zDtKRO_8iQ,EōS Fitness - Las Vegas: Losee/Centennial Pkwy,"Physical Therapy, Yoga, Active Life, Fitness & Instruction, Pilates, Gyms, Trainers, Health & Medical",1,3.0
2863,tveb-DkZ0lnwgKb_oavl6A,Smith's Food & Drug Centers,"Grocery, Food, Shopping, Drugstores",1,3.5
2864,surU3O61Ik5CQ_8fbHgdGQ,Scottsdale Lavish Nails,"Beauty & Spas, Permanent Makeup, Waxing, Eyebrow Services, Nail Salons, Threading Services, Hair Removal",1,4.5
2865,KVqWA98XZwGhJ3YbFNi0vw,Salted Malted Bakery & Creamery,"Donuts, Restaurants, Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Sandwiches, Poutineries, Cafes, Bakeries, Food",0,4.5
2866,w3k4afCJEih9-kPL6ZI0Og,Sands Chevrolet - Glendale,"Auto Repair, Car Dealers, Automotive",1,2.0
2867,4KZRFxciaKfTD7qbS55b7g,Fabio On Fire,"Food Trucks, Food, Pizza, Restaurants, Italian",1,4.5
2868,VVKDTYqQX5Fftk5LZ9qgrQ,Brunswick Zone XL Gilbert,"Arts & Entertainment, Arcades, Event Planning & Services, Bowling, Venues & Event Spaces, Active Life, Laser Tag",0,3.0
2869,pyqnGlIfP9Zw8LLxBjyAiA,Nobu,"Seafood, Sushi Bars, Japanese, Restaurants",1,4.0
2870,4Jscimulh38Rq2hOgjb2Hg,Strange Love,"Coffee & Tea, Coffee Roasteries, Food, Restaurants, Cafes",1,4.5
2871,VdZ_0EzBo7EHsNmiZ-zX8Q,The Smoke Pit,"Barbeque, Restaurants, American (Traditional), Cafeteria",1,4.5
2872,_e3rChyednoh47n2cjGv2w,Adela's Italian,"Italian, Restaurants, Salad",1,4.5
2873,BCAw9a_kyx2RddRH9tMmKQ,Mr. Lucky's 24-7,"American (New), Steakhouses, Diners, Restaurants, American (Traditional)",1,3.5
2874,JM8E_t9ILXzPpUgc61FQiQ,Earnhardt Toyota,"Auto Glass Services, Car Dealers, Auto Repair, Auto Parts & Supplies, Automotive",1,3.5
2875,_KD8Fua-jFlEXHCwVTY-cQ,The Standard,"Cocktail Bars, American (New), Arts & Entertainment, Food, Restaurants, Bars, Wineries, Nightlife",1,4.0
2876,pxRy9F0HwN7zJ7J89AwUpQ,The Good Egg - Dobson,"Breakfast & Brunch, Restaurants, American (New), Food, Food Delivery Services, Specialty Food",0,3.5
2877,-JFVxwdVQfX207554dx1nw,Teriyaki Madness,"Restaurants, Japanese, Asian Fusion, Hawaiian",1,3.5
2878,EH3yMY64M0AQNpPj3EERWQ,King Putt Mini,"Arts & Entertainment, Arcades, Active Life, Venues & Event Spaces, Party & Event Planning, Amusement Parks, Event Planning & Services, Mini Golf, Laser Tag",0,4.5
2879,M1hEQVMiND1rbiT8mo2j0g,Bonnano's,"Italian, Pizza, Restaurants",0,4.0
2880,AuIiqDeL65kczmiFSkAWrA,Maggiano's Little Italy,"Nightlife, Restaurants, Bars, Italian",1,3.5
2881,okgI89cCzqz-M_TUPCeBew,Revolt Tattoos,"Tattoo, Beauty & Spas, Art Galleries, Shopping, Arts & Entertainment, Piercing",1,5.0
2882,wSojc-y-d7MWiGWdy8deCg,Barque Smokehouse,"Bars, Smokehouse, Hookah Bars, Restaurants, Food, Barbeque, Chicken Wings, Breakfast & Brunch, Nightlife, American (Traditional)",1,4.0
2883,zTNFyAXMEkgVP-o_HTC2xw,Camelot Steakhouse,"Bars, American (Traditional), Restaurants, Nightlife, Steakhouses",1,3.5
2884,TkvzXqOKLqVTCrHG5GSEuQ,Axe Monkeys,"Active Life, Sports Clubs, Axe Throwing",1,5.0
2885,WKlMFUCGI7dCysGkFLWvaQ,Stagioni,"Event Planning & Services, Nightlife, Venues & Event Spaces, Wine Bars, Restaurants, Bars, Italian, Pizza, Breakfast & Brunch",1,4.0
2886,H-G37edL2uDzpmzUFWaanw,Super Star Car Wash,"Automotive, Car Wash, Oil Change Stations, Auto Detailing",1,2.0
2887,rFRNjwr6Z3r4agQG-LtluA,FlipSide,"Burgers, Beer Bar, Cocktail Bars, Nightlife, Juice Bars & Smoothies, Bars, Food, Restaurants, American (New), Sandwiches",1,4.0
2888,N3kBSwTiplhiCSyhEdrXrg,Peking Tokyo,"Chinese, Sushi Bars, Japanese, Restaurants",1,3.5
2889,3-A-wVAkoyz39nSHaExpLw,The Lockhart,"Restaurants, Nightlife, Bars, Lounges",1,4.0
2890,TTEJb8udT2HePBQRwtTsqA,Paul's Washer & Dryer Repair Service,"Local Services, Home Services, Appliances & Repair",1,4.5
2891,eR7Iw_X54m3YLWkXp9y35Q,Tonkatsu Kiyoshi,"Hawaiian, Specialty Food, Japanese, Ethnic Food, Food, Restaurants",1,4.5
2892,gIno_cXhvn6Om14D0I2vHg,Carlos O'Briens,"Restaurants, Mexican",0,3.5
2893,qsdHK1eQtXmAJNdVJxiC3w,New York Chinese Restaurant,"Chinese, Restaurants",1,3.0
2894,FaHADZARwnY4yvlvpnsfGA,McCarran International Airport,"Airlines, Airports, Transportation, Hotels & Travel",1,3.5
2895,fa1G6WoSdvAO8dzM4FYbUA,Cartel Coffee Lab,"Food, Coffee & Tea, Restaurants, Breakfast & Brunch",1,4.0
2896,E8ugJa02FVCgfnjqV817iw,Maxim Restaurant,"Vietnamese, Restaurants, Chinese",0,4.0
2897,407jyweZL39-WScJazVBMQ,Fox Cigar Bar,"Shopping, Tobacco Shops, Pubs, Cigar Bars, Adult Entertainment, Bars, Lounges, Nightlife, Cocktail Bars",1,5.0
2898,gHGRzRa5qb577oWHAO7xew,Rolled Ice Cream,"Food, Ice Cream & Frozen Yogurt, Patisserie/Cake Shop, Desserts",1,4.0
2899,bftuYnG58kywe6FSmqMrZw,Tilted Kilt Pub & Eatery,"Bars, Restaurants, Irish, American (Traditional), Chicken Wings, Nightlife, Sports Bars, Pubs",0,3.0
2900,37kk0IW6jL7ZlxZF6k2QBg,Edulis,"Restaurants, Spanish, French",1,4.0
2901,YaP9eUQh4Jy_bbOID7f7iw,Van Chevrolet,"Car Dealers, Auto Parts & Supplies, Auto Repair, Automotive",1,2.0
2902,wrWGsYm9NwptTGN9gbkGSA,Bunner's Bakeshop,"Vegan, Food, Restaurants, Bakeries, Gluten-Free",1,4.0
2903,7CPGGNwHibzQtnERq7u2Hw,Buca di Beppo Italian Restaurant,"Food, Caterers, Restaurants, Event Planning & Services, Pizza, Italian",1,3.0
2904,gwd1W_0Mgzqo3QxgXrt16Q,RuRu's Tacos + Tequila,"Restaurants, Nightlife, Bars, Cocktail Bars, Tex-Mex, Mexican",1,3.5
2905,a4grXFNKZmZm0ZJXd1PVdQ,The Westin Charlotte,"Hotels, Event Planning & Services, Hotels & Travel",1,3.5
2906,BTf8sELl1TjovRc0f-tgJg,Boulders On Broadway,"Nightlife, Restaurants, Pubs, American (Traditional), Bars, Pizza",1,4.0
2907,2g6x4ISNiMxFnotBuwmZmw,Dos Gringos,"Mexican, Restaurants",1,2.5
2908,1zMzkxYgVqJbKGTMQorarA,Coo Coo's Gourmet Coffee Cafe,"Breakfast & Brunch, Food, Restaurants, Comfort Food, British, Coffee & Tea",1,4.0
2909,qeAiqiHROF-jZJDKX7v0Gg,Yours Truly,"Canadian (New), Restaurants, Gastropubs, Vegetarian, American (New)",0,3.5
2910,VRTQMh7wVgmzg96YttL3mQ,Cold Beers & Cheeseburgers,"Nightlife, Bars, American (Traditional), Restaurants, Burgers, Sports Bars",1,3.5
2911,C7JaaErXLB3B3486LfWg5w,Findlay Honda Henderson,"Car Dealers, Automotive, Auto Repair, Auto Parts & Supplies",1,4.0
2912,7ZBh-3wWVQ5zkd6KZytW0g,Cibo Wine Bar,"Wine Bars, Bars, Mediterranean, Italian, Nightlife, Restaurants",1,3.0
2913,TwwMvP-1LEK9GMd5ge1Mug,Laguna Pool House & Kitchen,"Restaurants, American (Traditional), Burgers, Cafes",1,4.0
2914,fSBhe0A6Dfa8JCYccfpMog,The Bagel Man,"Bagels, Restaurants, Delis, Food, Breakfast & Brunch",1,4.5
2915,DMyoxEaTGTakZxWgh1D5bw,Seasons 52,"American (New), Wine Bars, Gluten-Free, Nightlife, Bars, Restaurants, Seafood, Vegetarian, American (Traditional)",1,4.0
2916,1Vbt1GsmtQm2dkC4A2L_-g,Subba,"Indian, Himalayan/Nepalese, Restaurants, Asian Fusion",1,4.0
2917,c6-5RCj8FtV-m1aHz4wnmQ,Saigon Palace,"Restaurants, Vietnamese",1,4.0
2918,vDZlLRiqIjcMe_h3COKHlg,Rico's Acai,"Health Markets, Acai Bowls, Specialty Food, Food, Food Trucks",1,4.0
2919,j4F5LtyQ3_dKLJbIEkwFpQ,SkinnyFATS,"American (New), Restaurants, Breakfast & Brunch",1,4.5
2920,ry-rcjWrzY5nygBW_zswjg,Juliette & Chocolat,"Chocolatiers & Shops, Creperies, Coffee & Tea, Desserts, Restaurants, Food, Specialty Food",1,4.0
2921,zwmps5SXn30g-f5wqg_r9A,Garcia's Mexican Restaurants,"Restaurants, Mexican",1,3.0
2922,3PekkCkOZD7Pe3Q4owP3Pg,Magic Tailor,"Sewing & Alterations, Local Services",1,4.5
2923,JXAMnijxRrW-jXHGvDJzzg,California Pizza Kitchen at The Park,"Pizza, Restaurants, American (New), American (Traditional), Salad",1,4.0
2924,59c3Cp-p5i18xFCKUuCkFQ,La Vecchia Ristorante,"Event Planning & Services, Restaurants, Seafood, Italian, Venues & Event Spaces",1,3.5
2925,XgsIf7s2zM-cC29WUD-NZQ,Makino Sushi & Seafood Buffet,"Seafood, Restaurants, Sushi Bars, Buffets, Japanese",1,3.5
2926,BsvCTCVG7lrzXZ68VyyIcg,Lago,"Seafood, Restaurants, Italian",1,4.0
2927,gae9LAyt7Qvf_OgAkWASxA,Buca di Beppo Italian Restaurant,"Italian, Caterers, Bars, Restaurants, Food, Pizza, Event Planning & Services, Nightlife",1,2.5
2928,VsewHMsfj1Mgsl2i_hio7w,LAVO Italian Restaurant & Lounge,"Nightlife, Restaurants, Dance Clubs, Bars, Mediterranean, Greek, Breakfast & Brunch, Lounges, Italian",1,3.5
2929,7yIHC8KsR5OaE_7MgEBVhw,North Italia,"Venues & Event Spaces, Restaurants, Event Planning & Services, Italian, Pizza, Gluten-Free, Vegan",1,4.0
2930,YfsNZho-s38tB9H30Umpqg,Aloha Kitchen,"Restaurants, Hawaiian",1,3.0
2931,JRh14J_be0jl7Wbt412vDA,Oscar's Steakhouse,"Italian, Restaurants, Bars, Cocktail Bars, Steakhouses, Nightlife",1,4.0
2932,zlFyjtCp4AQ1cPx59qeFQQ,Las Vegas Monorail,"Public Transportation, Trains, Transportation, Hotels & Travel",1,3.5
2933,J__5TVwnEtNNAWOndZtJig,Showcase Mobile Detailing Solutions,"Tires, Automotive, Auto Detailing, Car Wash, Car Window Tinting, Auto Glass Services",1,5.0
2934,74gDxr6rs_8tUTcS1vkr0Q,James Street Gastropub & Speakeasy,"Bars, Speakeasies, American (New), Jazz & Blues, Restaurants, Gastropubs, Arts & Entertainment, Nightlife",0,3.5
2935,bpRo8L8dkhgbJhdIKa9mwA,STK Las Vegas,"Steakhouses, Bars, Nightlife, Restaurants, American (New), Cocktail Bars",1,4.0
